time,accX,accY,accZ,gyrX,gyrY,gyrZ,pres,alt,temp
13.388,-0.130,-0.095,0.216,0.007,-0.019,0.781,1017.370,0.063,25.114
13.689,-0.130,-0.090,0.216,0.007,-0.019,0.781,1017.390,0.148,25.135
13.988,-0.127,-0.098,0.221,0.007,-0.018,0.781,1017.390,0.085,25.147
14.291,-0.132,-0.096,0.230,0.007,-0.018,0.781,1017.390,0.095,25.135
14.591,-0.134,-0.094,0.243,0.007,-0.018,0.781,1017.380,0.032,25.142
14.891,-0.134,-0.091,0.244,0.006,-0.018,0.780,1017.380,0.370,25.155
15.189,-0.134,-0.091,0.251,0.006,-0.018,0.780,1017.410,-0.063,25.165
15.490,-0.136,-0.090,0.260,0.006,-0.018,0.780,1017.410,0.053,25.160
15.788,-0.138,-0.086,0.277,0.006,-0.018,0.780,1017.400,-0.021,25.163
16.092,-0.137,-0.083,0.281,0.006,-0.018,0.780,1017.390,0.074,25.165
16.391,-0.143,-0.084,0.308,0.006,-0.018,0.780,1017.420,-0.042,25.171
16.915,-0.144,-0.083,0.321,0.005,-0.018,0.780,1017.420,0.159,25.106
17.214,-0.144,-0.083,0.343,0.004,-0.018,0.779,1017.410,-0.042,25.153
17.515,-0.144,-0.084,0.349,0.004,-0.017,0.779,1017.390,-0.106,25.178
17.818,-0.148,-0.082,0.355,0.004,-0.017,0.779,1017.400,0.328,25.173
18.117,-0.148,-0.080,0.362,0.003,-0.017,0.779,1017.370,0.264,25.173
18.415,-0.149,-0.080,0.368,0.003,-0.017,0.780,1017.390,0.000,25.168
18.706,-0.150,-0.076,0.374,0.003,-0.017,0.779,1017.410,0.169,25.153
19.003,-0.153,-0.076,0.384,0.003,-0.017,0.779,1017.390,0.095,25.155
19.302,-0.151,-0.076,0.388,0.003,-0.018,0.779,1017.390,-0.085,25.173
19.602,-0.155,-0.074,0.399,0.003,-0.017,0.779,1017.390,0.201,25.171
20.075,-0.157,-0.070,0.406,0.003,-0.016,0.779,1017.360,0.317,25.111
20.374,-0.161,-0.068,0.415,0.003,-0.016,0.779,1017.380,0.148,25.147
20.672,-0.165,-0.065,0.424,0.003,-0.016,0.779,1017.390,0.074,25.158
20.972,-0.164,-0.064,0.428,0.003,-0.016,0.779,1017.370,0.095,25.150
21.267,-0.159,-0.063,0.436,0.003,-0.015,0.770,1017.380,0.095,25.173
21.566,-0.156,-0.060,0.439,0.002,-0.016,0.780,1017.400,0.148,25.158
21.864,-0.157,-0.057,0.442,0.002,-0.016,0.781,1017.410,-0.190,25.168
22.163,-0.160,-0.057,0.451,0.002,-0.016,0.781,1017.370,0.000,25.153
22.457,-0.157,-0.054,0.455,0.002,-0.015,0.781,1017.400,0.095,25.158
22.754,-0.158,-0.051,0.462,0.002,-0.015,0.780,1017.370,-0.085,25.142
23.266,-0.163,-0.048,0.479,0.001,-0.014,0.780,1017.370,0.127,25.088
23.563,-0.164,-0.047,0.485,0.001,-0.014,0.780,1017.380,0.095,25.127
23.862,-0.165,-0.045,0.491,0.001,-0.014,0.780,1017.380,0.159,25.142
24.163,-0.168,-0.046,0.499,0.001,-0.014,0.781,1017.410,-0.021,25.137
24.464,-0.166,-0.044,0.502,0.001,-0.013,0.781,1017.400,0.423,25.137
24.763,-0.166,-0.042,0.507,0.001,-0.013,0.781,1017.370,0.085,25.140
25.063,-0.164,-0.043,0.514,0.001,-0.013,0.781,1017.380,-0.042,25.140
25.366,-0.166,-0.043,0.520,0.001,-0.013,0.781,1017.380,0.127,25.142
25.663,-0.165,-0.042,0.523,0.000,-0.013,0.781,1017.390,0.307,25.142
25.961,-0.163,-0.040,0.527,0.000,-0.013,0.780,1017.380,-0.042,25.145
26.472,-0.160,-0.031,0.531,0.000,-0.013,0.781,1017.360,0.412,25.086
26.770,-0.163,-0.031,0.541,0.000,-0.013,0.781,1017.390,0.201,25.122
27.069,-0.163,-0.032,0.546,-0.000,-0.013,0.781,1017.360,0.000,25.127
27.363,-0.162,-0.032,0.548,-0.000,-0.013,0.781,1017.360,0.085,25.140
27.663,-0.160,-0.029,0.552,-0.000,-0.013,0.781,1017.370,0.296,25.137
27.960,-0.158,-0.026,0.556,0.000,-0.014,0.781,1017.390,-0.021,25.140
28.261,-0.161,-0.024,0.561,0.000,-0.014,0.780,1017.390,-0.021,25.135
28.561,-0.164,-0.023,0.569,0.000,-0.014,0.780,1017.360,0.190,25.135
28.861,-0.166,-0.020,0.574,-0.000,-0.014,0.780,1017.380,0.169,25.135
29.162,-0.169,-0.017,0.579,-0.000,-0.014,0.780,1017.410,0.201,25.127
29.665,-0.165,-0.009,0.584,0.001,-0.014,0.780,1017.400,0.201,25.081
29.961,-0.167,-0.007,0.587,0.000,-0.014,0.780,1017.360,0.380,25.122
30.263,-0.166,-0.008,0.591,0.000,-0.014,0.780,1017.370,0.201,25.137
30.562,-0.167,-0.006,0.595,0.000,-0.014,0.780,1017.370,-0.106,25.132
30.865,-0.167,-0.007,0.597,0.000,-0.014,0.780,1017.410,0.032,25.135
31.167,-0.170,-0.005,0.601,0.001,-0.014,0.780,1017.380,0.032,25.140
31.469,-0.175,-0.001,0.603,0.000,-0.014,0.780,1017.380,0.095,25.137
31.769,-0.176,0.000,0.608,0.000,-0.014,0.780,1017.380,0.074,25.132
32.069,-0.178,0.003,0.613,-0.000,-0.014,0.779,1017.380,0.264,25.132
32.370,-0.176,0.006,0.616,-0.000,-0.014,0.780,1017.380,0.275,25.129
