time,accX,accY,accZ,gyrX,gyrY,gyrZ,pres,alt,temp
38.510,0.034,0.026,0.353,-0.029,-0.012,-0.010,1017.480,0.074,24.888
38.808,0.032,0.025,0.358,-0.029,-0.012,-0.009,1017.470,0.148,24.881
39.110,0.028,0.028,0.369,-0.029,-0.012,-0.009,1017.470,-0.169,24.883
39.620,0.035,0.028,0.379,-0.029,-0.012,-0.009,1017.480,0.063,24.816
39.921,0.035,0.030,0.386,-0.029,-0.012,-0.009,1017.490,-0.085,24.863
40.223,0.035,0.030,0.388,-0.029,-0.011,-0.009,1017.470,-0.021,24.873
40.527,0.038,0.031,0.391,-0.029,-0.011,-0.009,1017.420,0.243,24.863
40.828,0.038,0.036,0.396,-0.029,-0.012,-0.009,1017.460,0.180,24.865
41.128,0.038,0.033,0.400,-0.029,-0.012,-0.008,1017.460,0.116,24.868
41.431,0.039,0.032,0.402,-0.030,-0.012,-0.008,1017.450,0.233,24.870
41.731,0.040,0.032,0.408,-0.029,-0.012,-0.008,1017.430,0.159,24.876
42.032,0.040,0.034,0.416,-0.029,-0.012,-0.008,1017.490,0.032,24.876
42.333,0.041,0.035,0.419,-0.029,-0.013,-0.008,1017.460,0.159,24.873
42.834,0.046,0.040,0.426,-0.029,-0.013,-0.008,1017.460,0.137,24.811
43.135,0.046,0.041,0.433,-0.029,-0.013,-0.008,1017.460,0.148,24.850
43.435,0.047,0.041,0.436,-0.029,-0.012,-0.008,1017.450,0.137,24.868
43.735,0.045,0.043,0.441,-0.029,-0.012,-0.009,1017.460,0.201,24.863
44.035,0.048,0.043,0.439,-0.029,-0.012,-0.008,1017.460,-0.042,24.865
44.335,0.050,0.043,0.441,-0.029,-0.012,-0.009,1017.450,0.359,24.865
44.635,0.048,0.046,0.451,-0.030,-0.012,-0.009,1017.440,0.116,24.863
44.934,0.047,0.045,0.453,-0.030,-0.012,-0.009,1017.470,0.137,24.868
45.234,0.047,0.043,0.453,-0.029,-0.013,-0.009,1017.450,0.190,24.868
45.536,0.050,0.046,0.459,-0.029,-0.012,-0.009,1017.460,0.201,24.868
46.000,0.049,0.047,0.470,-0.030,-0.012,-0.009,1017.510,0.137,24.811
46.299,0.049,0.045,0.470,-0.030,-0.011,-0.010,1017.500,0.042,24.850
46.603,0.049,0.048,0.476,-0.030,-0.011,-0.009,1017.500,-0.233,24.855
46.903,0.051,0.048,0.480,-0.031,-0.011,-0.010,1017.500,0.021,24.858
47.204,0.050,0.049,0.491,-0.031,-0.011,-0.009,1017.490,-0.021,24.863
47.504,0.052,0.050,0.494,-0.031,-0.011,-0.009,1017.470,0.074,24.863
47.806,0.046,0.056,0.490,-0.031,-0.011,-0.009,1017.490,-0.127,24.858
48.105,0.048,0.059,0.495,-0.031,-0.011,-0.009,1017.470,-0.042,24.865
48.407,0.051,0.059,0.498,-0.032,-0.010,-0.008,1017.470,0.116,24.863
48.707,0.049,0.063,0.505,-0.032,-0.010,-0.008,1017.460,0.021,24.860
49.208,0.052,0.060,0.507,-0.032,-0.009,-0.008,1017.470,0.085,24.793
49.511,0.054,0.057,0.510,-0.032,-0.009,-0.008,1017.480,0.032,24.837
49.814,0.056,0.060,0.513,-0.032,-0.009,-0.008,1017.490,0.011,24.855
50.119,0.053,0.062,0.522,-0.032,-0.009,-0.008,1017.470,-0.063,24.852
50.421,0.054,0.064,0.527,-0.033,-0.009,-0.008,1017.470,-0.021,24.858
50.725,0.054,0.062,0.527,-0.033,-0.009,-0.008,1017.500,0.148,24.858
51.027,0.057,0.061,0.533,-0.033,-0.009,-0.008,1017.470,0.127,24.863
51.328,0.057,0.061,0.535,-0.033,-0.010,-0.007,1017.460,0.285,24.865
51.628,0.057,0.058,0.537,-0.034,-0.010,-0.007,1017.490,-0.042,24.858
51.930,0.055,0.058,0.548,-0.033,-0.010,-0.007,1017.460,-0.042,24.863
52.433,0.052,0.060,0.560,-0.032,-0.010,-0.007,1017.450,0.211,24.796
52.736,0.052,0.060,0.564,-0.033,-0.010,-0.007,1017.450,0.285,24.834
53.038,0.050,0.061,0.573,-0.033,-0.010,-0.007,1017.440,0.074,24.840
53.340,0.052,0.059,0.569,-0.033,-0.010,-0.007,1017.470,0.032,24.842
53.641,0.053,0.059,0.572,-0.033,-0.010,-0.007,1017.460,0.063,24.845
53.941,0.053,0.059,0.570,-0.033,-0.010,-0.006,1017.490,0.011,24.847
54.243,0.052,0.059,0.570,-0.033,-0.009,-0.006,1017.490,0.063,24.840
54.546,0.056,0.060,0.572,-0.033,-0.009,-0.006,1017.470,-0.106,24.847
54.849,0.056,0.059,0.574,-0.033,-0.009,-0.006,1017.450,0.000,24.852
55.145,0.055,0.061,0.578,-0.034,-0.009,-0.006,1017.460,0.190,24.852
55.655,0.061,0.063,0.585,-0.033,-0.009,-0.005,1017.460,0.032,24.778
55.958,0.064,0.062,0.589,-0.033,-0.009,-0.005,1017.450,0.190,24.814
56.258,0.060,0.068,0.586,-0.033,-0.009,-0.005,1017.480,0.053,24.822
56.560,0.058,0.066,0.586,-0.034,-0.008,-0.004,1017.480,0.000,24.829
56.856,0.059,0.065,0.587,-0.034,-0.008,-0.005,1017.470,-0.085,24.837
57.161,0.059,0.066,0.590,-0.034,-0.008,-0.005,1017.480,0.233,24.819
57.458,0.060,0.064,0.592,-0.035,-0.009,-0.005,1017.480,-0.106,24.837
57.762,0.062,0.065,0.595,-0.034,-0.009,-0.005,1017.480,-0.169,24.842
58.066,0.064,0.067,0.596,-0.034,-0.009,-0.005,1017.490,0.053,24.834
58.369,0.062,0.064,0.603,-0.034,-0.009,-0.005,1017.500,-0.233,24.834
58.875,0.059,0.064,0.617,-0.035,-0.009,-0.005,1017.470,0.063,24.775
59.182,0.057,0.063,0.624,-0.035,-0.009,-0.004,1017.460,0.053,24.809
59.486,0.052,0.062,0.635,-0.035,-0.009,-0.004,1017.510,0.085,24.816
59.788,0.050,0.059,0.644,-0.036,-0.009,-0.004,1017.480,0.148,24.816
60.090,0.046,0.060,0.652,-0.035,-0.010,-0.004,1017.480,0.148,24.827
60.392,0.042,0.061,0.660,-0.035,-0.010,-0.004,1017.500,0.042,24.816
60.690,0.041,0.060,0.665,-0.035,-0.010,-0.003,1017.440,0.159,24.819
60.989,0.038,0.060,0.673,-0.035,-0.010,-0.003,1017.460,0.391,24.829
61.291,0.034,0.058,0.679,-0.035,-0.010,-0.003,1017.480,0.148,24.819
61.593,0.031,0.057,0.686,-0.034,-0.010,-0.003,1017.470,0.000,24.819
62.092,0.028,0.052,0.693,-0.035,-0.010,-0.003,1017.490,0.159,24.760
62.390,0.026,0.052,0.700,-0.034,-0.010,-0.004,1017.480,0.116,24.801
62.690,0.022,0.048,0.709,-0.035,-0.010,-0.004,1017.490,-0.085,24.809
62.990,0.022,0.047,0.715,-0.035,-0.010,-0.003,1017.480,0.201,24.819
63.291,0.018,0.048,0.722,-0.035,-0.011,-0.003,1017.450,0.074,24.806
63.592,0.019,0.047,0.726,-0.034,-0.011,-0.003,1017.450,0.127,24.819
63.894,0.015,0.046,0.729,-0.035,-0.010,-0.003,1017.480,-0.042,24.816
64.198,0.013,0.045,0.739,-0.035,-0.010,-0.003,1017.460,0.095,24.814
64.501,0.012,0.042,0.738,-0.035,-0.010,-0.003,1017.470,0.053,24.819
64.804,0.014,0.041,0.755,-0.036,-0.010,-0.003,1017.480,0.021,24.819
65.310,0.007,0.036,0.768,-0.035,-0.011,-0.003,1017.470,-0.106,24.763
65.614,0.008,0.035,0.775,-0.035,-0.011,-0.003,1017.490,0.000,24.796
65.911,0.006,0.033,0.782,-0.035,-0.011,-0.003,1017.490,0.085,24.809
66.213,0.004,0.030,0.783,-0.036,-0.011,-0.003,1017.480,0.011,24.809
66.520,0.001,0.028,0.790,-0.036,-0.011,-0.003,1017.460,0.074,24.811
66.822,-0.001,0.025,0.794,-0.036,-0.011,-0.003,1017.470,0.011,24.806
67.128,-0.005,0.027,0.803,-0.036,-0.011,-0.003,1017.460,0.053,24.811
67.431,-0.008,0.030,0.812,-0.036,-0.011,-0.003,1017.440,0.264,24.816
67.735,-0.011,0.028,0.818,-0.036,-0.011,-0.003,1017.460,-0.021,24.816
68.042,-0.015,0.029,0.829,-0.036,-0.011,-0.002,1017.460,0.190,24.824
68.511,-0.017,0.031,0.840,-0.036,-0.011,-0.003,1017.460,0.402,24.765
68.814,-0.019,0.029,0.846,-0.036,-0.012,-0.003,1017.470,0.021,24.796
69.117,-0.023,0.030,0.855,-0.037,-0.011,-0.003,1017.440,0.307,24.809
69.417,-0.027,0.032,0.863,-0.037,-0.011,-0.004,1017.450,0.148,24.814
69.716,-0.029,0.028,0.870,-0.037,-0.011,-0.004,1017.460,0.254,24.811
70.017,-0.028,0.029,0.874,-0.038,-0.011,-0.004,1017.440,0.148,24.814
70.320,-0.029,0.029,0.882,-0.038,-0.011,-0.003,1017.460,0.095,24.809
70.623,-0.030,0.028,0.886,-0.038,-0.011,-0.004,1017.470,0.085,24.811
70.926,-0.031,0.025,0.894,-0.038,-0.011,-0.003,1017.440,0.169,24.811
71.229,-0.035,0.022,0.899,-0.038,-0.011,-0.004,1017.450,0.085,24.816
71.735,-0.042,0.025,0.920,-0.038,-0.011,-0.004,1017.460,0.011,24.765
72.035,-0.047,0.027,0.929,-0.038,-0.011,-0.004,1017.470,0.116,24.796
72.333,-0.049,0.029,0.936,-0.039,-0.010,-0.004,1017.480,0.264,24.811
72.635,-0.057,0.028,0.947,-0.039,-0.010,-0.004,1017.470,0.032,24.811
72.939,-0.059,0.027,0.950,-0.040,-0.010,-0.004,1017.470,0.233,24.806
73.240,-0.061,0.025,0.959,-0.040,-0.010,-0.004,1017.460,0.285,24.811
73.538,-0.067,0.028,0.968,-0.040,-0.010,-0.004,1017.450,0.137,24.814
73.840,-0.071,0.031,0.980,-0.041,-0.010,-0.004,1017.470,0.085,24.811
74.144,-0.075,0.031,0.988,-0.040,-0.010,-0.003,1017.480,0.116,24.811
74.446,-0.076,0.030,0.995,-0.040,-0.010,-0.003,1017.460,0.243,24.811
74.945,-0.085,0.032,1.013,-0.040,-0.010,-0.003,1017.490,-0.106,24.763
75.252,-0.082,0.034,1.018,-0.040,-0.010,-0.003,1017.490,0.011,24.788
75.556,-0.087,0.037,1.027,-0.040,-0.010,-0.002,1017.440,0.211,24.806
75.858,-0.088,0.036,1.038,-0.041,-0.010,-0.002,1017.520,-0.085,24.801
76.162,-0.092,0.035,1.046,-0.040,-0.010,-0.002,1017.490,-0.063,24.806
76.463,-0.096,0.036,1.056,-0.040,-0.009,-0.002,1017.490,-0.063,24.809
76.766,-0.098,0.038,1.062,-0.040,-0.009,-0.002,1017.460,0.085,24.814
77.069,-0.097,0.038,1.070,-0.040,-0.009,-0.002,1017.460,-0.211,24.819
77.372,-0.099,0.039,1.078,-0.040,-0.009,-0.002,1017.470,0.106,24.814
77.673,-0.100,0.033,1.089,-0.041,-0.009,-0.002,1017.460,0.127,24.819
78.172,-0.107,0.035,1.099,-0.041,-0.009,-0.002,1017.460,0.222,24.750
78.474,-0.112,0.032,1.107,-0.041,-0.009,-0.002,1017.460,0.264,24.783
78.775,-0.111,0.029,1.114,-0.042,-0.009,-0.002,1017.450,0.201,24.798
79.075,-0.112,0.029,1.119,-0.042,-0.009,-0.002,1017.450,0.190,24.791
79.376,-0.114,0.028,1.127,-0.043,-0.009,-0.002,1017.480,0.359,24.801
79.675,-0.116,0.028,1.133,-0.043,-0.009,-0.002,1017.480,0.021,24.798
79.977,-0.116,0.028,1.139,-0.043,-0.009,-0.001,1017.440,0.402,24.796
80.278,-0.119,0.025,1.147,-0.043,-0.009,-0.001,1017.460,0.169,24.796
80.577,-0.117,0.024,1.153,-0.044,-0.008,-0.001,1017.450,0.201,24.804
80.879,-0.123,0.028,1.163,-0.044,-0.009,-0.000,1017.450,0.074,24.791
81.384,-0.129,0.028,1.181,-0.044,-0.009,0.000,1017.460,0.095,24.747
81.686,-0.131,0.026,1.185,-0.044,-0.009,0.000,1017.410,0.137,24.783
81.987,-0.130,0.026,1.188,-0.043,-0.009,0.000,1017.470,0.000,24.796
82.282,-0.129,0.027,1.194,-0.043,-0.010,0.000,1017.460,0.233,24.796
82.586,-0.132,0.027,1.202,-0.043,-0.010,0.000,1017.450,0.370,24.798
82.884,-0.134,0.025,1.226,-0.042,-0.010,0.000,1017.450,0.380,24.809
83.184,-0.137,0.027,1.236,-0.042,-0.010,-0.000,1017.470,0.243,24.809
83.483,-0.139,0.026,1.242,-0.042,-0.011,0.000,1017.450,0.317,24.814
83.782,-0.137,0.023,1.255,-0.042,-0.011,-0.000,1017.460,0.201,24.814
84.086,-0.139,0.023,1.261,-0.041,-0.010,0.000,1017.440,0.063,24.822
84.592,-0.147,0.017,1.279,-0.042,-0.010,0.000,1017.440,0.285,24.765
84.890,-0.151,0.014,1.284,-0.042,-0.010,-0.000,1017.440,0.338,24.804
85.190,-0.153,0.014,1.294,-0.042,-0.010,-0.000,1017.450,0.402,24.816
85.490,-0.156,0.014,1.304,-0.042,-0.010,0.000,1017.450,0.243,24.819
85.790,-0.159,0.014,1.316,-0.043,-0.010,0.000,1017.440,0.053,24.834
86.089,-0.159,0.012,1.320,-0.043,-0.010,0.000,1017.470,0.106,24.837
86.390,-0.163,0.013,1.328,-0.043,-0.010,0.000,1017.440,0.243,24.845
86.689,-0.168,0.013,1.339,-0.043,-0.010,0.000,1017.450,-0.063,24.840
86.992,-0.170,0.012,1.347,-0.043,-0.009,0.000,1017.450,0.233,24.837
87.291,-0.176,0.014,1.356,-0.043,-0.009,0.001,1017.470,0.211,24.837
87.806,-0.179,0.010,1.373,-0.043,-0.009,0.001,1017.450,0.275,24.770
88.109,-0.186,0.011,1.383,-0.043,-0.009,0.001,1017.450,0.243,24.811
88.405,-0.189,0.010,1.396,-0.043,-0.009,0.001,1017.440,0.053,24.816
88.705,-0.192,0.008,1.407,-0.043,-0.009,0.001,1017.460,0.317,24.816
89.003,-0.197,0.007,1.415,-0.043,-0.009,0.001,1017.420,0.243,24.837
89.305,-0.199,0.002,1.427,-0.043,-0.009,0.002,1017.460,0.169,24.842
89.609,-0.198,0.002,1.443,-0.043,-0.009,0.002,1017.450,0.148,24.847
89.910,-0.203,0.003,1.453,-0.044,-0.009,0.002,1017.450,0.370,24.850
90.209,-0.208,0.005,1.464,-0.043,-0.009,0.002,1017.470,0.095,24.855
90.511,-0.211,0.004,1.473,-0.044,-0.009,0.002,1017.450,0.021,24.850
90.988,-0.218,0.004,1.494,-0.045,-0.009,0.003,1017.460,0.243,24.804
91.293,-0.222,0.005,1.504,-0.045,-0.009,0.003,1017.460,0.180,24.845
91.594,-0.227,0.005,1.515,-0.045,-0.009,0.003,1017.460,0.328,24.860
91.894,-0.232,0.006,1.524,-0.045,-0.009,0.004,1017.440,0.190,24.870
92.195,-0.237,0.007,1.535,-0.044,-0.009,0.004,1017.470,0.190,24.865
92.497,-0.238,0.005,1.540,-0.045,-0.009,0.003,1017.450,0.391,24.868
92.796,-0.243,0.008,1.552,-0.045,-0.009,0.003,1017.460,0.169,24.878
93.096,-0.245,0.008,1.566,-0.045,-0.009,0.004,1017.480,0.085,24.876
93.397,-0.245,0.008,1.571,-0.045,-0.010,0.004,1017.430,0.328,24.876
93.699,-0.244,0.009,1.576,-0.045,-0.010,0.004,1017.410,0.211,24.883
94.210,-0.241,0.004,1.581,-0.045,-0.010,0.005,1017.440,0.581,24.811
94.509,-0.238,0.002,1.585,-0.045,-0.010,0.005,1017.400,0.581,24.852
94.807,-0.239,0.001,1.594,-0.046,-0.010,0.005,1017.430,0.465,24.865
95.108,-0.243,0.001,1.601,-0.046,-0.009,0.005,1017.440,0.243,24.873
95.410,-0.245,-0.002,1.607,-0.046,-0.009,0.005,1017.420,0.317,24.883
95.710,-0.247,-0.002,1.614,-0.047,-0.009,0.006,1017.400,0.317,24.888
96.010,-0.248,-0.004,1.622,-0.047,-0.009,0.006,1017.430,0.444,24.904
96.312,-0.251,-0.005,1.631,-0.048,-0.009,0.006,1017.430,0.391,24.914
96.615,-0.251,-0.008,1.637,-0.047,-0.009,0.006,1017.410,0.254,24.911
96.917,-0.251,-0.011,1.648,-0.047,-0.009,0.006,1017.430,0.296,24.927
97.427,-0.254,-0.017,1.666,-0.048,-0.008,0.007,1017.420,0.328,24.868
97.729,-0.257,-0.017,1.689,-0.048,-0.008,0.007,1017.460,0.370,24.911
98.031,-0.257,-0.022,1.699,-0.048,-0.008,0.007,1017.460,0.021,24.919
98.333,-0.260,-0.023,1.709,-0.048,-0.009,0.008,1017.450,0.507,24.929
98.632,-0.259,-0.027,1.710,-0.048,-0.008,0.009,1017.450,0.201,24.924
98.934,-0.258,-0.030,1.730,-0.048,-0.009,0.009,1017.490,0.000,24.935
99.229,-0.258,-0.033,1.740,-0.048,-0.008,0.010,1017.470,0.233,24.937
99.528,-0.259,-0.037,1.750,-0.048,-0.008,0.010,1017.440,0.412,24.940
99.829,-0.262,-0.037,1.763,-0.049,-0.008,0.010,1017.420,0.454,24.945
100.132,-0.263,-0.041,1.776,-0.049,-0.008,0.010,1017.460,-0.063,24.940
100.636,-0.266,-0.043,1.794,-0.049,-0.008,0.011,1017.420,0.180,24.891
100.937,-0.266,-0.042,1.808,-0.049,-0.008,0.010,1017.440,0.349,24.937
101.238,-0.267,-0.045,1.820,-0.049,-0.008,0.011,1017.440,0.106,24.950
101.537,-0.267,-0.044,1.836,-0.048,-0.008,0.011,1017.460,0.233,24.958
101.836,-0.269,-0.043,1.848,-0.048,-0.008,0.011,1017.460,0.032,24.960
102.134,-0.271,-0.046,1.858,-0.048,-0.008,0.011,1017.470,0.180,24.960
102.435,-0.275,-0.044,1.866,-0.048,-0.008,0.011,1017.460,0.116,24.963
102.736,-0.280,-0.043,1.877,-0.047,-0.008,0.011,1017.450,-0.021,24.955
103.036,-0.279,-0.043,1.891,-0.048,-0.008,0.011,1017.470,0.296,24.963
103.335,-0.282,-0.045,1.900,-0.047,-0.009,0.011,1017.470,-0.169,24.968
103.844,-0.293,-0.048,1.915,-0.048,-0.009,0.011,1017.440,0.243,24.901
104.144,-0.297,-0.047,1.927,-0.048,-0.008,0.011,1017.450,0.465,24.935
104.442,-0.300,-0.047,1.936,-0.048,-0.009,0.011,1017.450,0.433,24.942
104.742,-0.304,-0.045,1.944,-0.048,-0.009,0.011,1017.430,0.211,24.945
105.043,-0.306,-0.044,1.954,-0.048,-0.009,0.012,1017.450,0.211,24.942
105.344,-0.308,-0.045,1.962,-0.048,-0.008,0.012,1017.440,0.349,24.945
105.649,-0.311,-0.047,1.975,-0.048,-0.008,0.012,1017.450,0.486,24.940
105.948,-0.316,-0.044,1.984,-0.048,-0.008,0.012,1017.450,0.106,24.947
106.250,-0.321,-0.042,1.993,-0.048,-0.008,0.012,1017.470,0.328,24.950
106.544,-0.321,-0.047,2.011,-0.048,-0.008,0.013,1017.430,0.423,24.942
107.046,-0.319,-0.050,2.010,-0.048,-0.008,0.012,1017.410,0.465,24.899
107.349,-0.322,-0.053,2.011,-0.048,-0.009,0.012,1017.440,0.338,24.942
107.651,-0.324,-0.052,2.016,-0.048,-0.009,0.013,1017.450,0.264,24.955
107.951,-0.325,-0.055,2.024,-0.048,-0.009,0.013,1017.450,0.349,24.965
108.250,-0.328,-0.054,2.034,-0.048,-0.009,0.013,1017.440,0.476,24.973
108.547,-0.330,-0.055,2.040,-0.048,-0.009,0.013,1017.440,0.285,24.981
108.847,-0.328,-0.059,2.050,-0.048,-0.009,0.013,1017.440,0.782,24.976
109.145,-0.329,-0.062,2.054,-0.048,-0.009,0.013,1017.430,0.264,24.976
109.446,-0.330,-0.064,2.057,-0.048,-0.009,0.014,1017.450,0.222,24.983
109.747,-0.330,-0.067,2.068,-0.048,-0.009,0.013,1017.440,0.296,24.981
110.217,-0.336,-0.068,2.068,-0.048,-0.009,0.014,1017.420,0.476,24.932
110.517,-0.337,-0.072,2.068,-0.049,-0.009,0.015,1017.430,0.222,24.965
110.819,-0.337,-0.073,2.071,-0.049,-0.009,0.015,1017.450,0.243,24.973
111.123,-0.337,-0.075,2.080,-0.049,-0.009,0.015,1017.440,0.285,24.986
111.423,-0.344,-0.072,2.078,-0.049,-0.009,0.015,1017.420,0.465,24.978
111.722,-0.345,-0.077,2.086,-0.049,-0.008,0.015,1017.460,0.042,24.991
112.023,-0.348,-0.079,2.090,-0.049,-0.008,0.016,1017.450,-0.127,24.994
112.325,-0.344,-0.080,2.104,-0.049,-0.009,0.016,1017.470,0.159,24.991
112.627,-0.349,-0.078,2.115,-0.049,-0.009,0.016,1017.480,0.032,24.996
112.930,-0.352,-0.078,2.116,-0.049,-0.009,0.016,1017.450,0.233,24.994
113.432,-0.356,-0.078,2.113,-0.051,-0.009,0.016,1017.450,0.137,24.937
