time,accX,accY,accZ,gyrX,gyrY,gyrZ,pres,alt,temp
43.514,-18.988,-78.136,-91.732,-1.954,-0.369,-1.424,1020.520,-2.114,23.163
43.807,-19.772,-79.546,-93.018,-1.956,-0.378,-1.431,1020.530,-2.008,23.171
44.099,-20.558,-80.948,-94.299,-1.957,-0.387,-1.438,1020.520,-2.198,23.176
44.392,-21.350,-82.362,-95.584,-1.959,-0.394,-1.445,1020.520,-1.987,23.179
44.862,-22.620,-84.644,-97.635,-1.964,-0.407,-1.456,1020.550,-2.177,23.120
45.154,-23.408,-86.055,-98.905,-1.965,-0.415,-1.463,1020.550,-2.156,23.161
45.444,-24.191,-87.454,-100.169,-1.968,-0.423,-1.470,1020.520,-2.050,23.171
45.739,-24.975,-88.854,-101.437,-1.970,-0.431,-1.477,1020.540,-2.220,23.181
46.033,-25.769,-90.280,-102.723,-1.973,-0.438,-1.485,1020.540,-2.325,23.202
46.324,-26.562,-91.675,-103.996,-1.976,-0.444,-1.492,1020.530,-2.050,23.215
46.615,-27.340,-93.084,-105.265,-1.978,-0.453,-1.499,1020.550,-2.241,23.233
46.905,-28.121,-94.485,-106.521,-1.981,-0.461,-1.506,1020.520,-2.177,23.235
47.197,-28.913,-95.894,-107.792,-1.984,-0.468,-1.514,1020.540,-2.093,23.256
47.487,-29.696,-97.297,-109.053,-1.987,-0.475,-1.521,1020.540,-2.346,23.258
47.987,-31.049,-99.724,-111.227,-1.994,-0.489,-1.534,1020.490,-2.198,23.215
48.279,-31.826,-101.142,-112.492,-1.996,-0.500,-1.542,1020.490,-1.585,23.274
48.572,-32.613,-102.568,-113.772,-2.001,-0.497,-1.548,1020.490,-1.902,23.294
48.862,-33.393,-103.974,-115.028,-2.005,-0.507,-1.556,1020.510,-1.733,23.320
49.156,-34.225,-105.369,-116.246,-2.005,-0.510,-1.564,1020.500,-1.839,23.323
49.446,-35.032,-106.766,-117.498,-2.007,-0.520,-1.573,1020.510,-1.924,23.310
49.739,-35.816,-108.165,-118.769,-2.009,-0.529,-1.582,1020.500,-1.860,23.297
50.031,-36.677,-109.603,-120.121,-2.014,-0.537,-1.590,1020.500,-1.776,23.292
50.323,-37.495,-111.042,-121.443,-2.026,-0.541,-1.588,1020.480,-1.691,23.271
50.616,-38.313,-112.467,-122.724,-2.032,-0.549,-1.594,1020.480,-1.754,23.248
51.115,-39.702,-114.901,-124.920,-2.040,-0.556,-1.605,1020.530,-1.945,23.125
51.406,-40.614,-116.285,-126.164,-2.044,-0.564,-1.612,1024.640,-36.569,23.166
51.699,-41.543,-117.691,-127.401,-2.043,-0.578,-1.611,1024.970,-39.402,23.251
51.992,-42.480,-119.055,-128.597,-2.030,-0.589,-1.597,1025.210,-40.374,23.315
52.286,-43.435,-120.429,-129.806,-2.033,-0.596,-1.605,1025.130,-39.824,23.379
52.578,-44.405,-121.844,-131.035,-2.028,-0.604,-1.617,1025.120,-39.930,23.443
52.866,-45.370,-123.191,-132.229,-2.029,-0.616,-1.627,1025.180,-40.099,23.515
53.158,-46.302,-124.549,-133.440,-2.028,-0.623,-1.636,1025.060,-39.507,23.564
53.450,-47.245,-125.896,-134.643,-2.030,-0.633,-1.645,1025.000,-38.831,23.610
53.739,-48.175,-127.243,-135.837,-2.034,-0.640,-1.652,1025.000,-38.852,23.651
54.204,-49.694,-129.421,-137.758,-2.039,-0.653,-1.664,1024.950,-38.260,23.679
54.501,-50.703,-130.847,-138.915,-2.051,-0.665,-1.681,1020.520,-44.813,23.800
54.791,-51.541,-132.117,-140.110,-2.044,-0.661,-1.701,1025.770,-45.088,23.808
55.083,-52.467,-133.462,-141.290,-2.046,-0.669,-1.710,1025.810,-45.384,23.826
55.374,-53.407,-134.817,-142.471,-2.050,-0.676,-1.717,1025.780,-45.215,23.849
55.665,-54.341,-136.175,-143.662,-2.053,-0.684,-1.725,1025.790,-45.320,23.887
55.958,-55.278,-137.537,-144.849,-2.056,-0.692,-1.732,1025.800,-45.595,23.936
56.248,-56.208,-138.884,-146.023,-2.060,-0.700,-1.740,1025.800,-45.511,23.972
56.539,-57.144,-140.235,-147.200,-2.063,-0.708,-1.747,1025.810,-45.109,23.990
56.826,-58.073,-141.567,-148.368,-2.066,-0.716,-1.754,1025.790,-45.595,24.031
57.336,-59.703,-143.954,-150.419,-2.072,-0.729,-1.767,1025.790,-45.384,24.028
57.630,-60.632,-145.315,-151.607,-2.076,-0.737,-1.775,1025.820,-45.468,24.077
57.921,-61.569,-146.671,-152.811,-2.079,-0.746,-1.783,1025.790,-45.447,24.093
58.210,-62.495,-148.022,-153.988,-2.083,-0.753,-1.790,1025.810,-45.405,24.085
58.501,-63.427,-149.382,-155.155,-2.086,-0.761,-1.798,1025.790,-45.447,24.085
58.793,-64.366,-150.746,-156.333,-2.089,-0.769,-1.805,1025.840,-45.236,24.116
59.085,-65.305,-152.111,-157.504,-2.093,-0.776,-1.813,1025.820,-45.553,24.146
59.377,-66.240,-153.472,-158.707,-2.097,-0.784,-1.821,1025.810,-45.637,24.157
59.672,-67.182,-154.844,-159.928,-2.101,-0.792,-1.829,1025.840,-45.511,24.162
59.965,-68.121,-156.232,-161.129,-2.105,-0.800,-1.837,1025.830,-45.764,24.188
60.470,-69.752,-158.591,-163.199,-2.113,-0.813,-1.851,1025.830,-45.954,24.203
60.763,-70.697,-159.958,-164.399,-2.117,-0.821,-1.858,1025.850,-46.145,24.295
61.056,-71.636,-161.315,-165.592,-2.120,-0.829,-1.866,1025.890,-46.060,24.344
61.349,-72.574,-162.676,-166.778,-2.123,-0.836,-1.873,1025.920,-46.673,24.401
61.638,-73.505,-164.005,-167.946,-2.126,-0.843,-1.879,1025.920,-46.800,24.449
61.928,-74.437,-165.352,-169.105,-2.130,-0.851,-1.886,1025.930,-46.441,24.483
62.222,-75.384,-166.710,-170.286,-2.133,-0.859,-1.893,1025.940,-46.398,24.508
62.513,-76.315,-168.066,-171.449,-2.137,-0.866,-1.900,1025.930,-46.736,24.550
62.806,-77.252,-169.423,-172.615,-2.140,-0.874,-1.908,1025.930,-46.419,24.586
63.102,-78.205,-170.795,-173.800,-2.144,-0.882,-1.916,1025.920,-46.462,24.616
63.569,-79.699,-172.977,-175.676,-2.150,-0.895,-1.928,1025.910,-46.314,24.611
63.862,-80.644,-174.354,-176.856,-2.155,-0.903,-1.936,1025.870,-45.891,24.685
64.155,-81.570,-175.807,-178.007,-2.159,-0.911,-1.944,1025.890,-46.271,24.732
64.446,-82.514,-177.132,-179.206,-2.163,-0.917,-1.950,1025.890,-46.145,24.770
64.739,-83.452,-178.496,-180.386,-2.167,-0.925,-1.957,1025.900,-46.081,24.806
65.036,-84.402,-179.863,-181.568,-2.171,-0.934,-1.965,1025.900,-46.356,24.842
65.325,-85.331,-181.206,-182.716,-2.174,-0.941,-1.973,1025.940,-46.758,24.870
65.618,-86.272,-182.571,-183.878,-2.178,-0.949,-1.980,1025.990,-46.969,24.935
65.911,-87.217,-183.936,-185.035,-2.182,-0.956,-1.987,1026.000,-47.349,24.968
66.202,-88.155,-185.290,-186.195,-2.187,-0.965,-1.995,1026.010,-47.349,24.981
66.706,-89.779,-187.655,-188.198,-2.193,-0.979,-2.008,1026.040,-47.328,24.973
66.999,-90.729,-189.012,-189.342,-2.197,-0.986,-2.015,1026.040,-47.540,25.052
67.291,-91.667,-190.370,-190.517,-2.196,-0.995,-2.025,1026.040,-47.413,25.111
67.581,-92.603,-191.726,-191.638,-2.197,-1.003,-2.033,1026.080,-47.688,25.117
67.873,-93.559,-193.091,-192.795,-2.202,-1.009,-2.040,1026.050,-47.772,25.088
68.165,-94.497,-194.444,-193.955,-2.207,-1.016,-2.047,1026.060,-47.688,25.104
68.459,-95.442,-195.820,-195.124,-2.211,-1.024,-2.055,1026.050,-47.878,25.163
68.748,-96.371,-197.175,-196.272,-2.216,-1.032,-2.062,1026.080,-47.984,25.196
