time,accX,accY,accZ,gyrX,gyrY,gyrZ,pres,alt,temp
264.303,16.758,76.469,-104.584,1.599,-1.301,0.776,1017.390,0.624,25.109
264.597,16.756,76.466,-104.581,1.599,-1.301,0.776,1017.420,0.687,25.140
264.887,16.757,76.464,-104.576,1.599,-1.301,0.777,1017.400,0.571,25.160
265.173,16.755,76.460,-104.571,1.599,-1.301,0.777,1017.420,0.454,25.165
265.462,16.753,76.455,-104.562,1.599,-1.301,0.777,1017.420,0.402,25.165
265.752,16.752,76.449,-104.561,1.599,-1.301,0.778,1017.400,0.317,25.173
266.040,16.753,76.442,-104.549,1.598,-1.301,0.778,1017.400,0.560,25.183
266.326,16.750,76.437,-104.543,1.598,-1.302,0.778,1017.410,0.296,25.186
266.614,16.749,76.433,-104.542,1.598,-1.302,0.778,1017.420,0.349,25.181
266.903,16.744,76.433,-104.542,1.598,-1.302,0.778,1017.430,0.296,25.178
267.394,16.748,76.424,-104.535,1.599,-1.302,0.778,1017.420,0.676,25.122
267.682,16.743,76.421,-104.527,1.598,-1.302,0.779,1017.430,0.528,25.168
267.970,16.742,76.416,-104.522,1.598,-1.302,0.779,1017.430,0.254,25.163
268.263,16.743,76.411,-104.521,1.598,-1.302,0.779,1017.440,0.106,25.173
268.551,16.743,76.407,-104.519,1.598,-1.302,0.779,1017.420,0.444,25.178
268.840,16.744,76.404,-104.517,1.597,-1.302,0.779,1017.430,0.359,25.181
269.129,16.742,76.396,-104.514,1.597,-1.302,0.779,1017.450,0.159,25.186
269.419,16.739,76.391,-104.510,1.597,-1.302,0.780,1017.430,0.296,25.183
269.710,16.738,76.385,-104.504,1.597,-1.302,0.779,1017.450,0.433,25.191
270.000,16.737,76.380,-104.503,1.597,-1.302,0.780,1017.410,0.402,25.189
270.493,16.732,76.371,-104.495,1.596,-1.303,0.780,1017.420,0.613,25.119
270.783,16.730,76.368,-104.487,1.596,-1.303,0.780,1017.430,0.412,25.165
271.073,16.731,76.363,-104.482,1.596,-1.303,0.780,1017.450,0.349,25.171
271.360,16.730,76.357,-104.479,1.596,-1.303,0.780,1017.430,0.307,25.176
271.650,16.730,76.354,-104.478,1.596,-1.303,0.780,1017.430,0.307,25.183
271.937,16.729,76.349,-104.474,1.595,-1.302,0.780,1017.420,0.190,25.181
272.226,16.725,76.346,-104.466,1.596,-1.303,0.780,1017.420,0.391,25.173
272.515,16.721,76.343,-104.461,1.595,-1.303,0.780,1017.440,0.518,25.183
272.802,16.719,76.339,-104.455,1.595,-1.302,0.780,1017.430,0.433,25.183
273.089,16.718,76.334,-104.447,1.596,-1.303,0.780,1017.440,0.465,25.176
273.552,16.713,76.327,-104.439,1.595,-1.302,0.781,1017.400,0.391,25.109
273.839,16.707,76.321,-104.435,1.595,-1.302,0.781,1017.430,0.412,25.137
274.129,16.709,76.319,-104.429,1.594,-1.302,0.781,1017.420,0.233,25.153
274.418,16.705,76.314,-104.424,1.595,-1.302,0.781,1017.400,0.486,25.165
274.708,16.703,76.310,-104.420,1.595,-1.302,0.782,1017.420,0.507,25.155
274.996,16.704,76.307,-104.415,1.595,-1.302,0.782,1017.410,0.423,25.165
275.285,16.700,76.303,-104.411,1.595,-1.303,0.782,1017.430,0.349,25.165
275.573,16.701,76.298,-104.408,1.595,-1.303,0.782,1017.440,0.518,25.165
275.862,16.699,76.291,-104.401,1.595,-1.303,0.782,1017.430,0.507,25.168
276.148,16.701,76.288,-104.398,1.595,-1.303,0.782,1017.440,0.222,25.160
276.644,16.705,76.281,-104.388,1.594,-1.303,0.783,1017.420,0.539,25.086
276.937,16.704,76.278,-104.386,1.594,-1.304,0.783,1017.440,0.423,25.124
277.226,16.701,76.275,-104.378,1.595,-1.304,0.783,1017.450,0.423,25.129
277.516,16.697,76.271,-104.376,1.594,-1.303,0.783,1017.440,0.338,25.140
277.806,16.692,76.268,-104.368,1.595,-1.304,0.783,1017.430,0.402,25.155
278.095,16.692,76.262,-104.360,1.595,-1.304,0.784,1017.460,0.359,25.163
278.383,16.690,76.258,-104.354,1.595,-1.304,0.784,1017.440,0.465,25.153
278.670,16.692,76.254,-104.351,1.595,-1.304,0.784,1017.420,0.307,25.155
278.958,16.691,76.250,-104.350,1.595,-1.304,0.784,1017.440,0.317,25.163
279.247,16.690,76.245,-104.346,1.596,-1.304,0.784,1017.420,0.402,25.163
279.710,16.691,76.234,-104.337,1.595,-1.304,0.784,1017.440,0.465,25.106
280.000,16.691,76.226,-104.330,1.595,-1.304,0.785,1017.430,0.169,25.147
280.285,16.686,76.222,-104.326,1.595,-1.304,0.784,1017.460,0.275,25.150
280.573,16.686,76.214,-104.318,1.595,-1.304,0.784,1017.430,0.317,25.168
280.862,16.683,76.210,-104.313,1.595,-1.304,0.784,1017.450,0.328,25.168
281.151,16.683,76.206,-104.304,1.595,-1.304,0.784,1017.460,0.317,25.165
281.439,16.681,76.201,-104.299,1.595,-1.304,0.784,1017.420,0.148,25.158
281.729,16.682,76.197,-104.296,1.594,-1.305,0.783,1017.440,0.222,25.163
282.018,16.681,76.191,-104.291,1.594,-1.305,0.784,1017.460,-0.021,25.158
282.310,16.678,76.187,-104.284,1.594,-1.305,0.784,1017.460,0.275,25.153
282.803,16.672,76.178,-104.273,1.595,-1.305,0.785,1017.450,0.190,25.086
283.094,16.669,76.175,-104.272,1.595,-1.305,0.785,1017.450,0.296,25.122
283.384,16.668,76.168,-104.268,1.595,-1.304,0.785,1017.450,0.391,25.147
283.674,16.666,76.161,-104.260,1.595,-1.304,0.785,1017.450,0.402,25.158
283.960,16.663,76.158,-104.255,1.595,-1.304,0.785,1017.430,0.011,25.158
284.250,16.662,76.152,-104.250,1.595,-1.304,0.785,1017.460,0.254,25.176
284.538,16.659,76.145,-104.247,1.596,-1.305,0.786,1017.440,0.507,25.173
284.827,16.660,76.141,-104.243,1.596,-1.305,0.786,1017.440,0.476,25.165
285.115,16.658,76.138,-104.236,1.595,-1.305,0.786,1017.440,0.254,25.165
285.402,16.657,76.136,-104.228,1.595,-1.305,0.786,1017.460,0.180,25.155
285.900,16.647,76.124,-104.216,1.596,-1.305,0.787,1017.430,0.476,25.091
286.188,16.646,76.118,-104.216,1.595,-1.305,0.787,1017.440,0.465,25.137
286.474,16.646,76.110,-104.205,1.595,-1.305,0.787,1017.430,0.222,25.147
286.764,16.646,76.103,-104.202,1.595,-1.305,0.787,1017.420,0.412,25.163
287.053,16.646,76.099,-104.198,1.595,-1.305,0.788,1017.430,0.380,25.165
287.341,16.645,76.093,-104.196,1.595,-1.305,0.788,1017.430,0.000,25.165
287.625,16.640,76.089,-104.193,1.595,-1.305,0.788,1017.440,0.169,25.171
287.914,16.639,76.081,-104.183,1.595,-1.305,0.788,1017.430,0.201,25.153
288.200,16.637,76.076,-104.178,1.595,-1.304,0.787,1017.420,0.465,25.171
288.487,16.635,76.070,-104.174,1.595,-1.305,0.788,1017.490,0.159,25.168
288.949,16.632,76.062,-104.169,1.595,-1.304,0.788,1017.430,0.169,25.099
289.240,16.633,76.055,-104.160,1.595,-1.305,0.788,1017.460,0.053,25.132
289.528,16.633,76.052,-104.157,1.595,-1.305,0.789,1017.470,0.307,25.140
289.818,16.631,76.047,-104.152,1.595,-1.305,0.789,1017.440,0.370,25.147
290.109,16.631,76.041,-104.147,1.595,-1.305,0.789,1017.440,0.190,25.150
290.396,16.629,76.035,-104.139,1.595,-1.305,0.789,1017.460,0.201,25.163
290.685,16.627,76.027,-104.129,1.595,-1.305,0.788,1017.450,0.317,25.158
290.974,16.626,76.021,-104.125,1.595,-1.305,0.789,1017.450,0.296,25.168
291.263,16.624,76.016,-104.121,1.595,-1.305,0.789,1017.430,0.254,25.158
291.551,16.624,76.010,-104.113,1.595,-1.305,0.789,1017.440,0.338,25.153
292.053,16.629,75.997,-104.089,1.594,-1.306,0.789,1017.450,0.222,25.096
292.341,16.630,75.992,-104.085,1.594,-1.306,0.790,1017.450,0.233,25.135
292.628,16.629,75.988,-104.085,1.594,-1.306,0.790,1017.440,0.074,25.147
292.918,16.632,75.984,-104.080,1.594,-1.305,0.789,1017.440,0.254,25.153
293.207,16.662,75.988,-104.065,1.594,-1.307,0.797,1017.470,0.180,25.168
293.496,16.652,75.990,-104.060,1.594,-1.307,0.799,1017.470,0.137,25.176
293.785,16.649,75.990,-104.052,1.594,-1.307,0.799,1017.460,0.243,25.181
294.079,16.649,75.986,-104.049,1.594,-1.307,0.799,1017.440,0.349,25.183
294.365,16.646,75.983,-104.044,1.594,-1.307,0.799,1017.450,0.159,25.189
294.652,16.646,75.978,-104.034,1.594,-1.307,0.800,1017.450,0.137,25.189
295.151,16.642,75.967,-104.020,1.595,-1.307,0.800,1017.450,0.233,25.137
295.439,16.640,75.965,-104.013,1.594,-1.307,0.801,1017.450,0.180,25.173
295.729,16.640,75.960,-104.019,1.594,-1.306,0.801,1017.470,0.201,25.191
296.012,16.638,75.956,-104.009,1.594,-1.306,0.801,1017.430,0.233,25.199
296.301,16.639,75.952,-104.005,1.594,-1.306,0.801,1017.450,0.275,25.204
296.591,16.637,75.950,-103.995,1.594,-1.306,0.801,1017.420,0.296,25.204
296.879,16.636,75.948,-103.987,1.594,-1.306,0.801,1017.450,-0.042,25.209
297.171,16.639,75.942,-103.971,1.594,-1.306,0.802,1017.460,0.169,25.209
297.460,16.639,75.934,-103.956,1.594,-1.306,0.802,1017.460,0.243,25.217
297.748,16.635,75.933,-103.947,1.594,-1.306,0.802,1017.440,0.328,25.222
298.211,16.514,75.883,-103.947,1.571,-1.270,0.797,1017.430,0.370,25.163
298.500,16.516,75.877,-103.942,1.571,-1.270,0.797,1017.420,0.243,25.201
298.788,16.510,75.875,-103.933,1.571,-1.270,0.798,1017.450,0.201,25.207
299.078,16.505,75.873,-103.926,1.571,-1.270,0.798,1017.430,0.402,25.212
299.371,16.501,75.869,-103.921,1.571,-1.270,0.798,1017.430,0.264,25.207
299.661,16.502,75.862,-103.913,1.571,-1.270,0.798,1017.400,0.476,25.214
299.950,16.500,75.859,-103.907,1.570,-1.270,0.798,1017.450,0.254,25.217
300.238,16.499,75.854,-103.902,1.570,-1.270,0.799,1017.420,0.296,25.209
300.527,16.497,75.851,-103.895,1.570,-1.270,0.799,1017.410,0.222,25.212
300.817,16.494,75.844,-103.890,1.570,-1.270,0.799,1017.440,0.137,25.214
301.315,16.489,75.831,-103.879,1.570,-1.270,0.800,1017.400,0.444,25.145
301.604,16.492,75.830,-103.877,1.570,-1.270,0.800,1017.430,0.307,25.191
301.895,16.489,75.825,-103.875,1.570,-1.270,0.800,1017.450,0.180,25.199
302.185,16.490,75.820,-103.870,1.570,-1.270,0.800,1017.440,0.148,25.201
302.473,16.491,75.815,-103.868,1.570,-1.270,0.800,1017.430,0.338,25.201
302.761,16.491,75.811,-103.867,1.569,-1.270,0.800,1017.460,0.412,25.196
303.048,16.491,75.805,-103.864,1.569,-1.270,0.799,1017.390,0.328,25.191
303.338,16.489,75.800,-103.862,1.569,-1.270,0.799,1017.410,0.433,25.189
303.626,16.489,75.797,-103.862,1.568,-1.270,0.800,1017.420,0.275,25.194
303.914,16.490,75.793,-103.859,1.568,-1.270,0.800,1017.440,0.275,25.207
304.375,16.488,75.784,-103.849,1.568,-1.270,0.799,1017.420,0.391,25.145
304.669,16.486,75.779,-103.847,1.568,-1.270,0.799,1017.430,0.402,25.181
304.959,16.485,75.776,-103.842,1.567,-1.271,0.799,1017.420,0.412,25.186
305.249,16.486,75.774,-103.836,1.567,-1.271,0.799,1017.420,0.497,25.186
305.539,16.483,75.771,-103.830,1.567,-1.271,0.799,1017.420,0.380,25.199
305.827,16.485,75.766,-103.827,1.567,-1.271,0.799,1017.430,0.307,25.199
306.117,16.485,75.765,-103.823,1.567,-1.272,0.799,1017.450,0.264,25.199
306.406,16.485,75.763,-103.817,1.567,-1.271,0.799,1017.460,0.169,25.199
306.693,16.484,75.757,-103.816,1.567,-1.272,0.799,1017.430,0.148,25.201
306.983,16.483,75.754,-103.810,1.566,-1.271,0.799,1017.420,0.307,25.201
307.478,16.474,75.756,-103.796,1.567,-1.271,0.799,1017.460,0.412,25.135
307.768,16.470,75.753,-103.788,1.567,-1.272,0.799,1017.450,0.211,25.173
308.062,16.471,75.747,-103.785,1.567,-1.272,0.799,1017.420,0.433,25.186
308.351,16.471,75.742,-103.780,1.567,-1.272,0.800,1017.460,0.380,25.191
308.639,16.470,75.736,-103.771,1.567,-1.272,0.800,1017.440,0.233,25.186
308.924,16.469,75.734,-103.764,1.567,-1.272,0.800,1017.450,0.275,25.189
309.213,16.465,75.730,-103.758,1.567,-1.273,0.800,1017.440,0.095,25.183
309.502,16.465,75.723,-103.747,1.567,-1.273,0.800,1017.450,0.106,25.186
309.790,16.464,75.718,-103.741,1.567,-1.273,0.800,1017.440,0.285,25.186
310.078,16.463,75.716,-103.735,1.567,-1.273,0.800,1017.440,0.264,25.186
310.567,16.460,75.708,-103.728,1.566,-1.272,0.800,1017.420,0.285,25.117
310.858,16.458,75.703,-103.722,1.567,-1.272,0.800,1017.410,0.296,25.173
311.148,16.458,75.698,-103.715,1.566,-1.272,0.800,1017.450,0.159,25.181
311.437,16.457,75.692,-103.709,1.567,-1.272,0.800,1017.450,0.211,25.176
311.725,16.458,75.686,-103.704,1.566,-1.272,0.801,1017.420,0.507,25.181
312.015,16.458,75.682,-103.698,1.566,-1.273,0.801,1017.420,0.465,25.186
312.302,16.457,75.679,-103.693,1.566,-1.273,0.801,1017.470,0.370,25.186
312.592,16.456,75.674,-103.690,1.565,-1.273,0.800,1017.430,0.338,25.191
312.880,16.455,75.670,-103.686,1.565,-1.273,0.800,1017.420,0.328,25.183
313.173,16.453,75.665,-103.684,1.566,-1.273,0.800,1017.450,0.412,25.186
313.626,16.449,75.657,-103.671,1.565,-1.273,0.800,1017.440,0.159,25.127
313.916,16.448,75.651,-103.667,1.565,-1.273,0.800,1017.430,0.454,25.153
314.207,16.448,75.645,-103.660,1.565,-1.273,0.800,1017.440,0.169,25.176
314.496,16.445,75.641,-103.656,1.565,-1.273,0.800,1017.430,0.518,25.178
314.782,16.443,75.635,-103.651,1.565,-1.273,0.800,1017.440,0.454,25.178
315.076,16.441,75.629,-103.643,1.565,-1.273,0.800,1017.400,0.444,25.181
315.363,16.435,75.623,-103.635,1.565,-1.273,0.801,1017.420,0.317,25.181
315.652,16.433,75.620,-103.631,1.565,-1.274,0.801,1017.430,0.328,25.178
315.940,16.431,75.615,-103.628,1.565,-1.274,0.801,1017.430,0.423,25.183
316.229,16.432,75.611,-103.624,1.565,-1.274,0.801,1017.430,0.190,25.176
316.714,16.429,75.609,-103.612,1.565,-1.274,0.801,1017.400,0.370,25.106
317.003,16.427,75.604,-103.604,1.565,-1.274,0.801,1017.440,0.307,25.147
317.292,16.426,75.597,-103.602,1.564,-1.274,0.801,1017.450,0.243,25.150
317.581,16.424,75.591,-103.601,1.565,-1.274,0.801,1017.430,0.275,25.168
317.868,16.419,75.589,-103.596,1.565,-1.274,0.802,1017.420,0.317,25.160
318.157,16.415,75.586,-103.592,1.564,-1.274,0.802,1017.430,0.264,25.168
318.449,16.414,75.581,-103.589,1.565,-1.274,0.802,1017.450,0.391,25.171
318.739,16.412,75.578,-103.584,1.564,-1.274,0.802,1017.440,0.550,25.171
319.028,16.412,75.575,-103.579,1.564,-1.274,0.802,1017.440,0.444,25.165
319.318,16.411,75.570,-103.574,1.564,-1.274,0.801,1017.430,0.349,25.173
