time,accX,accY,accZ,gyrX,gyrY,gyrZ,pres,alt,temp
248.061,6.220,0.269,2.550,0.278,0.156,0.495,1017.380,0.328,25.135
248.351,6.217,0.268,2.551,0.278,0.157,0.495,1017.390,0.370,25.119
248.641,6.212,0.267,2.555,0.278,0.157,0.495,1017.360,0.433,25.142
248.930,6.208,0.268,2.560,0.278,0.157,0.495,1017.370,-0.042,25.137
249.222,6.205,0.273,2.565,0.278,0.157,0.495,1017.400,0.159,25.135
249.512,6.200,0.272,2.569,0.278,0.157,0.495,1017.390,0.243,25.135
250.008,6.191,0.274,2.580,0.278,0.158,0.497,1017.350,0.592,25.070
250.298,6.187,0.276,2.586,0.279,0.157,0.497,1017.360,0.550,25.106
250.588,6.183,0.278,2.597,0.278,0.158,0.497,1017.380,0.444,25.114
250.879,6.175,0.280,2.601,0.278,0.158,0.497,1017.360,0.391,25.117
251.169,6.168,0.282,2.611,0.279,0.158,0.497,1017.380,0.497,25.122
251.459,6.162,0.282,2.623,0.279,0.158,0.497,1017.380,0.211,25.119
251.748,6.159,0.284,2.631,0.278,0.158,0.497,1017.390,0.190,25.111
252.038,6.156,0.286,2.637,0.279,0.157,0.497,1017.410,0.190,25.117
252.327,6.151,0.286,2.642,0.279,0.157,0.497,1017.400,0.296,25.109
252.616,6.142,0.290,2.644,0.279,0.158,0.497,1017.400,0.486,25.119
253.110,6.133,0.294,2.660,0.279,0.157,0.497,1017.380,0.528,25.070
253.401,6.130,0.294,2.662,0.279,0.157,0.497,1017.410,0.285,25.099
253.691,6.126,0.294,2.663,0.279,0.156,0.497,1017.370,0.391,25.109
253.983,6.123,0.295,2.665,0.279,0.156,0.497,1017.360,0.465,25.099
254.273,6.118,0.297,2.665,0.279,0.156,0.497,1017.360,0.602,25.101
254.564,6.113,0.297,2.664,0.279,0.156,0.497,1017.350,0.402,25.114
254.851,6.109,0.296,2.665,0.279,0.157,0.498,1017.380,0.254,25.119
255.142,6.105,0.296,2.668,0.278,0.157,0.497,1017.410,0.148,25.122
255.432,6.101,0.295,2.673,0.279,0.156,0.497,1017.410,0.476,25.119
255.721,6.093,0.299,2.674,0.279,0.156,0.497,1017.390,0.137,25.111
256.762,6.073,0.306,2.683,0.278,0.157,0.498,1017.360,0.412,25.096
257.051,6.071,0.306,2.698,0.278,0.157,0.497,1017.390,0.486,25.094
257.340,6.065,0.305,2.701,0.278,0.157,0.498,1017.380,0.328,25.096
257.632,6.060,0.305,2.702,0.278,0.157,0.498,1017.380,0.402,25.099
257.923,6.055,0.306,2.707,0.278,0.157,0.498,1017.370,0.571,25.101
258.213,6.048,0.308,2.718,0.278,0.157,0.497,1017.390,0.307,25.109
258.502,6.044,0.309,2.721,0.278,0.157,0.498,1017.380,0.528,25.104
258.792,6.040,0.309,2.723,0.278,0.157,0.497,1017.380,0.243,25.109
259.290,6.037,0.310,2.735,0.278,0.157,0.498,1017.380,0.254,25.050
259.579,6.033,0.310,2.739,0.278,0.157,0.498,1017.380,0.169,25.091
259.868,6.028,0.314,2.746,0.278,0.157,0.498,1017.410,0.159,25.109
260.158,6.023,0.315,2.755,0.278,0.158,0.497,1017.400,0.433,25.106
260.446,6.018,0.315,2.760,0.277,0.157,0.498,1017.400,0.095,25.106
260.737,6.012,0.316,2.765,0.277,0.158,0.498,1017.370,0.476,25.111
261.025,6.009,0.318,2.770,0.277,0.158,0.498,1017.390,0.349,25.122
261.315,6.004,0.316,2.771,0.278,0.157,0.498,1017.410,0.317,25.117
261.602,6.001,0.320,2.777,0.277,0.158,0.498,1017.400,0.349,25.114
261.890,5.997,0.320,2.780,0.277,0.158,0.498,1017.380,0.486,25.109
262.385,5.991,0.323,2.782,0.278,0.157,0.498,1017.390,0.317,25.052
262.678,5.984,0.326,2.789,0.277,0.158,0.497,1017.370,0.444,25.088
262.968,5.979,0.328,2.794,0.277,0.158,0.497,1017.370,0.454,25.101
263.257,5.976,0.330,2.802,0.277,0.158,0.498,1017.390,0.317,25.109
263.547,5.970,0.328,2.808,0.277,0.157,0.497,1017.380,0.222,25.111
263.837,5.966,0.327,2.811,0.277,0.158,0.498,1017.390,0.074,25.114
264.128,5.963,0.330,2.817,0.277,0.157,0.498,1017.400,0.307,25.106
264.421,5.958,0.331,2.826,0.277,0.157,0.498,1017.390,0.423,25.117
264.708,5.955,0.332,2.832,0.277,0.157,0.498,1017.390,0.380,25.117
265.000,5.952,0.333,2.834,0.277,0.157,0.499,1017.390,0.159,25.114
265.457,5.932,0.337,2.843,0.278,0.157,0.498,1017.400,0.433,25.065
265.747,5.926,0.337,2.842,0.278,0.157,0.498,1017.370,0.169,25.099
266.039,5.921,0.339,2.852,0.278,0.157,0.498,1017.360,0.423,25.117
266.327,5.915,0.339,2.857,0.278,0.157,0.498,1017.390,0.402,25.111
266.618,5.911,0.339,2.863,0.278,0.157,0.498,1017.380,0.380,25.114
266.907,5.902,0.343,2.873,0.278,0.156,0.498,1017.380,0.307,25.114
267.196,5.897,0.345,2.879,0.278,0.157,0.498,1017.380,0.233,25.127
267.485,5.891,0.346,2.887,0.278,0.157,0.498,1017.410,0.074,25.119
267.779,5.887,0.347,2.892,0.278,0.157,0.499,1017.380,0.233,25.119
268.070,5.882,0.349,2.900,0.278,0.157,0.499,1017.380,0.243,25.127
268.561,5.872,0.347,2.908,0.279,0.156,0.499,1017.410,0.359,25.060
268.852,5.867,0.345,2.912,0.278,0.156,0.499,1017.410,0.042,25.106
269.144,5.862,0.343,2.914,0.279,0.156,0.499,1017.380,0.264,25.119
269.435,5.855,0.345,2.917,0.278,0.156,0.499,1017.360,0.328,25.127
269.723,5.847,0.346,2.920,0.278,0.156,0.499,1017.360,0.550,25.124
270.014,5.839,0.347,2.923,0.279,0.156,0.499,1017.390,0.328,25.127
270.304,5.836,0.345,2.925,0.279,0.156,0.499,1017.370,0.402,25.132
270.595,5.829,0.346,2.926,0.279,0.156,0.499,1017.380,0.053,25.132
270.886,5.824,0.345,2.928,0.279,0.156,0.499,1017.390,0.307,25.135
271.177,5.816,0.349,2.928,0.279,0.156,0.500,1017.390,0.190,25.132
271.665,5.808,0.348,2.931,0.279,0.155,0.500,1017.410,0.507,25.073
271.954,5.806,0.351,2.937,0.279,0.155,0.501,1017.390,0.254,25.106
272.244,5.800,0.351,2.938,0.279,0.155,0.501,1017.390,0.423,25.119
272.532,5.797,0.351,2.940,0.279,0.155,0.501,1017.410,0.349,25.109
272.820,5.793,0.356,2.947,0.279,0.155,0.501,1017.400,0.190,25.119
273.112,5.785,0.359,2.956,0.278,0.156,0.502,1017.390,0.021,25.124
273.404,5.779,0.356,2.958,0.278,0.156,0.501,1017.420,0.116,25.122
273.694,5.774,0.353,2.966,0.278,0.157,0.501,1017.390,0.402,25.119
273.984,5.768,0.352,2.970,0.278,0.156,0.501,1017.400,0.180,25.122
274.274,5.764,0.354,2.977,0.278,0.157,0.501,1017.410,0.275,25.124
274.723,5.755,0.360,2.991,0.278,0.156,0.502,1017.410,0.222,25.063
275.019,5.753,0.361,2.997,0.279,0.156,0.502,1017.390,0.497,25.101
275.307,5.751,0.363,3.006,0.279,0.156,0.502,1017.380,0.497,25.114
275.595,5.748,0.365,3.012,0.279,0.156,0.503,1017.390,0.328,25.114
275.884,5.744,0.362,3.016,0.279,0.155,0.503,1017.400,0.201,25.124
276.174,5.740,0.362,3.019,0.278,0.156,0.503,1017.390,0.201,25.122
276.465,5.735,0.359,3.024,0.278,0.156,0.502,1017.420,0.159,25.124
276.753,5.732,0.361,3.027,0.278,0.156,0.503,1017.410,0.338,25.124
277.042,5.728,0.363,3.029,0.278,0.156,0.503,1017.430,0.275,25.119
277.330,5.722,0.366,3.037,0.279,0.156,0.503,1017.440,0.190,25.129
277.819,5.718,0.363,3.047,0.279,0.156,0.503,1017.390,0.211,25.063
278.110,5.714,0.362,3.050,0.279,0.156,0.503,1017.420,0.190,25.104
278.397,5.713,0.364,3.056,0.278,0.156,0.503,1017.420,0.085,25.122
278.688,5.707,0.363,3.058,0.278,0.156,0.503,1017.400,-0.021,25.117
278.980,5.702,0.364,3.065,0.278,0.156,0.504,1017.390,0.180,25.122
279.269,5.695,0.365,3.069,0.278,0.156,0.504,1017.400,0.296,25.127
279.557,5.690,0.366,3.072,0.278,0.156,0.504,1017.380,0.180,25.122
279.848,5.685,0.363,3.072,0.278,0.156,0.505,1017.400,0.148,25.127
280.134,5.680,0.362,3.075,0.278,0.156,0.506,1017.390,0.285,25.129
280.425,5.677,0.362,3.077,0.278,0.157,0.505,1017.430,0.011,25.132
280.881,5.672,0.367,3.089,0.278,0.156,0.505,1017.390,0.264,25.073
281.171,5.667,0.368,3.094,0.278,0.157,0.506,1017.390,0.148,25.114
281.462,5.662,0.367,3.096,0.277,0.157,0.505,1017.400,0.137,25.119
281.749,5.654,0.370,3.109,0.277,0.157,0.505,1017.410,0.148,25.127
282.041,5.651,0.373,3.116,0.277,0.158,0.505,1017.410,0.307,25.127
282.331,5.648,0.377,3.123,0.277,0.158,0.505,1017.390,0.254,25.122
282.622,5.645,0.375,3.123,0.277,0.157,0.505,1017.420,0.180,25.127
282.911,5.645,0.378,3.128,0.277,0.157,0.505,1017.400,0.190,25.124
283.202,5.643,0.379,3.131,0.277,0.157,0.505,1017.400,0.264,25.119
283.490,5.637,0.381,3.135,0.277,0.158,0.505,1017.410,0.095,25.122
283.981,5.633,0.385,3.146,0.276,0.158,0.504,1017.400,0.349,25.050
284.269,5.626,0.386,3.151,0.276,0.158,0.505,1017.410,0.190,25.094
284.559,5.620,0.384,3.154,0.275,0.159,0.504,1017.390,0.127,25.101
284.850,5.611,0.390,3.162,0.275,0.158,0.505,1017.400,0.254,25.106
285.138,5.606,0.393,3.167,0.276,0.158,0.505,1017.400,0.180,25.114
285.432,5.603,0.393,3.171,0.276,0.158,0.505,1017.380,0.180,25.117
285.721,5.598,0.395,3.180,0.276,0.158,0.505,1017.400,0.148,25.117
286.011,5.592,0.397,3.188,0.276,0.158,0.505,1017.410,0.148,25.117
286.302,5.585,0.397,3.192,0.276,0.158,0.505,1017.400,0.190,25.114
286.590,5.580,0.398,3.199,0.276,0.158,0.505,1017.410,0.180,25.122
287.091,5.574,0.399,3.208,0.276,0.159,0.506,1017.390,0.402,25.052
287.379,5.566,0.402,3.219,0.276,0.159,0.505,1017.390,0.423,25.088
287.668,5.560,0.401,3.222,0.276,0.159,0.505,1017.380,0.222,25.111
287.958,5.551,0.404,3.226,0.276,0.158,0.506,1017.390,0.380,25.117
288.250,5.545,0.407,3.236,0.276,0.158,0.506,1017.360,0.317,25.114
288.537,5.540,0.410,3.244,0.276,0.158,0.507,1017.370,0.307,25.114
288.826,5.534,0.409,3.247,0.276,0.158,0.507,1017.390,0.106,25.109
289.115,5.529,0.407,3.249,0.277,0.158,0.507,1017.380,0.412,25.106
289.404,5.528,0.411,3.256,0.277,0.158,0.508,1017.400,0.507,25.101
289.693,5.522,0.411,3.257,0.277,0.158,0.508,1017.400,-0.042,25.106
290.160,5.514,0.410,3.267,0.278,0.157,0.507,1017.410,0.042,25.052
290.452,5.509,0.412,3.273,0.277,0.158,0.507,1017.400,0.032,25.099
290.743,5.504,0.411,3.276,0.277,0.158,0.508,1017.390,0.180,25.104
291.034,5.501,0.413,3.280,0.278,0.158,0.508,1017.400,0.328,25.111
291.324,5.494,0.414,3.290,0.278,0.158,0.508,1017.420,0.328,25.111
291.614,5.489,0.412,3.292,0.278,0.158,0.508,1017.410,0.222,25.109
291.903,5.490,0.410,3.300,0.278,0.158,0.508,1017.380,0.423,25.119
292.197,5.486,0.410,3.303,0.279,0.158,0.509,1017.390,0.307,25.114
292.486,5.481,0.411,3.312,0.279,0.158,0.509,1017.390,0.359,25.114
292.777,5.478,0.413,3.319,0.279,0.158,0.509,1017.390,0.380,25.119
293.277,5.467,0.412,3.332,0.279,0.159,0.509,1017.390,0.275,25.060
293.567,5.463,0.412,3.335,0.280,0.158,0.509,1017.400,0.180,25.096
293.854,5.459,0.412,3.336,0.280,0.158,0.510,1017.400,0.011,25.114
294.142,5.455,0.411,3.340,0.280,0.159,0.510,1017.410,0.148,25.117
294.430,5.452,0.412,3.345,0.280,0.159,0.510,1017.400,0.423,25.119
294.718,5.448,0.410,3.350,0.280,0.159,0.510,1017.400,0.285,25.119
295.007,5.446,0.413,3.353,0.280,0.159,0.510,1017.390,0.328,25.119
295.298,5.442,0.413,3.357,0.280,0.159,0.510,1017.400,0.233,25.124
295.590,5.436,0.414,3.361,0.280,0.159,0.510,1017.410,0.233,25.129
295.879,5.432,0.415,3.364,0.280,0.159,0.510,1017.410,0.243,25.127
296.378,5.425,0.416,3.370,0.280,0.159,0.510,1017.420,0.127,25.058
296.669,5.421,0.414,3.375,0.280,0.159,0.510,1017.410,-0.042,25.099
296.961,5.419,0.416,3.382,0.280,0.158,0.511,1017.410,0.095,25.106
297.251,5.411,0.414,3.384,0.280,0.159,0.511,1017.380,0.370,25.122
297.541,5.407,0.416,3.391,0.280,0.159,0.511,1017.400,0.275,25.127
297.830,5.404,0.417,3.393,0.280,0.159,0.511,1017.410,-0.021,25.124
298.120,5.400,0.418,3.404,0.280,0.159,0.511,1017.420,0.211,25.122
298.410,5.396,0.416,3.412,0.281,0.159,0.511,1017.380,0.085,25.124
298.700,5.391,0.415,3.414,0.281,0.159,0.512,1017.410,0.275,25.124
298.987,5.388,0.416,3.417,0.281,0.159,0.511,1017.400,0.391,25.124
299.448,5.377,0.415,3.422,0.281,0.159,0.512,1017.400,0.254,25.070
299.739,5.372,0.418,3.431,0.281,0.159,0.511,1017.410,0.074,25.117
300.031,5.368,0.420,3.436,0.281,0.159,0.511,1017.400,0.370,25.114
300.321,5.363,0.420,3.439,0.281,0.159,0.512,1017.380,0.222,25.127
300.609,5.357,0.420,3.445,0.281,0.159,0.512,1017.400,0.211,25.129
300.902,5.353,0.418,3.448,0.281,0.159,0.512,1017.390,0.169,25.132
301.194,5.350,0.421,3.456,0.282,0.159,0.512,1017.410,0.190,25.135
301.483,5.345,0.420,3.462,0.282,0.159,0.512,1017.410,0.338,25.132
301.774,5.347,0.417,3.469,0.284,0.162,0.482,1017.420,0.148,25.135
302.064,5.369,0.449,3.469,0.284,0.161,0.510,1017.410,0.000,25.140
302.548,5.364,0.452,3.472,0.284,0.160,0.512,1017.430,0.021,25.078
302.844,5.355,0.458,3.474,0.284,0.160,0.512,1017.420,0.296,25.109
303.135,5.353,0.461,3.481,0.284,0.160,0.512,1017.420,0.085,25.122
303.426,5.349,0.462,3.484,0.285,0.160,0.512,1017.380,0.349,25.129
303.716,5.341,0.466,3.490,0.285,0.160,0.512,1017.390,0.243,25.137
304.007,5.338,0.467,3.493,0.285,0.161,0.513,1017.370,0.074,25.129
304.299,5.319,0.463,3.496,0.286,0.160,0.512,1017.380,0.285,25.135
304.587,5.302,0.459,3.493,0.285,0.163,0.468,1017.390,0.391,25.132
304.878,5.290,0.460,3.496,0.286,0.164,0.451,1017.370,0.349,25.127
305.165,5.287,0.459,3.498,0.286,0.164,0.451,1017.410,0.233,25.132
